Name,Barcode,Reference,Salesprice,Stock
Endless belt cloth ZC 120x1500mm G080,5412605474103,111364B,9.19,0
Endless belt paper AO 120x254mm G100,5412605474110,111365B,12.873,0
Endless belt paper AO 120x254mm G120,5412605474127,111366B,12.873,0
Endless belt cloth AO 120x445mm G060,5412605474134,111367B,3.38,0
Endless belt cloth AO 120x450mm G080,5412605474141,111368B,2.108,20
Endless belt cloth AO 120x450mm G100,5412605474158,111369B,3.714,0
Endless belt cloth AO 120x450mm G120,5412605474172,111370B,3.714,0
Endless belt cloth AO 120x450mm G240,5412605474219,111371B,3.108,0
Endless belt cloth AO 120x450mm G060,5412605474240,111372B,3.583,0
Endless belt paper AO 120x450mm G080,5412605474257,111373B,1.826,0
Endless belt paper AO 120x5000mm G080,5412605474264,111374B,22.498,0
Endless belt cloth AO 120x5000mm G080,5412605474271,111375B,22.498,0
Endless belt cloth AO 120x5200mm G080,5412605474288,111376B,0,0
Endless belt paper AO 120x7000mm G100,5412605474295,111377B,10.034,0
Endless belt paper AO 120x7000mm G120,5412605474301,111378B,9.864,0
Endless belt paper AO 120x7000mm G060,5412605474318,111379B,11.251,0
Endless belt paper AO 120x7000mm G080,5412605474325,111380B,10.608,0
Endless belt paper AO 120x7100mm G080,5412605474332,111381B,0,0
Endless belt paper AO 120x7200mm G120,5412605474356,111383B,10.269,0
Endless belt paper AO 120x7200mm G060,5412605474363,111384B,13.379,0
Endless belt paper AO 120x7200mm G080,5412605474370,111385B,10.706,0
Endless belt cloth AO 120x7250mm G120,5412605474387,111386B,30.472,0
Endless belt cloth AO 120x7250mm G080,5412605474394,111387B,30.098,0
Endless belt cloth AO 120x725mm G120,5412605474400,111388B,4.156,0
Endless belt cloth AO 120x725mm G080,5412605474417,111389B,5.001,0
Endless belt paper AO 120x8000mm G100,5412605474424,111390B,10.911,0
Endless belt paper AO 120x8000mm G120,5412605474431,111391B,10.911,0
Endless belt paper AO 120x8000mm G060,5412605474448,111392B,12.769,0
Endless belt paper AO 120x8000mm G080,5412605474455,111393B,11.519,0
Endless belt cloth AO 122x450mm G060,5412605474462,111394B,3.583,0
Endless belt cloth AO 122x450mm G080,5412605474479,111395B,3.447,0
Endless belt paper AO 1250x2600mm G060,5412605474486,111396B,49.288,0
Endless belt paper AO 1250x2600mm G080,5412605474493,111397B,40.877,0
Endless belt cloth AO 125x300mm G080,5412605474509,111398B,2.937,0
Endless belt paper AO 1300x1900 G120,5412605474516,111399B,32.532,0
Endless belt paper AO 1300x1900 G080,5412605474523,111400B,34.796,0
Endless belt cloth AO 130x1310mm G080,5412605474530,111401B,7.873,0
Endless belt cloth AO 130x2600mm G060,5412605474547,111402B,18.716,0
Endless belt cloth AO 130x2600mm G080,5412605474554,111403B,17.837,0
Endless belt cloth AO 130x533mm G100,5412605474561,111404B,4.054,0
Endless belt cloth AO 130x533mm G120,5412605474578,111405B,4.054,0
Endless belt cloth AO 130x533mm G150,5412605474585,111406B,4.054,0
Endless belt paper AO 130x6100mm G060,5412605474592,111407B,11.654,0
Endless belt cloth AO 13x455mm G040,5412605478002,110001A,1.15,440
Endless belt cloth AO 13x455mm G060,5412605478019,110002A,0.9,470
Endless belt cloth AO 13x455mm G080,5412605478026,110003A,0.9,350
Endless belt cloth AO 13x455mm G100,5412605478033,110004A,0.9,380
Endless belt cloth AO 13x455mm G120,5412605478040,110005A,0.9,340
Endless belt cloth AO 13x455mm G120 ( SB per 3 ),5412605470532,110103A,2.9,60
Endless belt cloth AO 13x455mm G040 ( SB per 3 ),5412605470518,110101A,3.15,34
Endless belt cloth AO 13x455mm G080 ( SB per 3 ),5412605470525,110102A,3,136
Endless belt cloth AO 13x533mm G040,5412605476206,112721B,1.044,0
Endless belt cloth AO 13x533mm G060,5412605476213,112722B,1,0
Endless belt cloth AO 13x533mm G080,5412605476190,112723B,0.987,50
Endless belt cloth AO 13x533mm G100,5412605476459,112724B,0.972,150
Endless belt cloth AO 13x533mm G120,5412605476466,112725B,0.95,30
Endless belt paper AO 140x1250mm G060,5412605474615,111408B,4.866,0
Endless belt cloth AO 140x1998mm G040,5412605474622,111409B,14.661,0
Endless belt cloth AO 140x1998mm G060,5412605474639,111410B,16.182,0
Endless belt paper AO 180x1500mm G120,5412605474677,111411B,4.662,0
Endless belt paper AO 180x1500mm G036,5412605474691,111412B,6.452,0
Endless belt paper AO 180x1500mm G040,5412605474707,111413B,5.742,0
Endless belt paper AO 180x1500mm G080,5412605474714,111414B,4.897,0
Endless belt cloth AO 150x1000mm G040,5412605474721,111415B,8.782,0
Endless belt cloth ZC 150x1080mm G060,5412605474738,111416B,10.034,0
Endless belt cloth AO 150x1200mm G100,5412605474745,111417B,8.005,0
Endless belt cloth AO 150x1200mm G040,5412605474752,111418B,8.646,0
Endless belt cloth AO 150x1200mm G060,5412605474769,111419B,8.685,0
Endless belt cloth AO 150x1200mm G080,5412605474776,111420B,8.312,0
Endless belt cloth AO 150x1230mm G060,5412605130825,112661B,11.856,0
Endless belt paper AO 150x1230mm G060,5412605130818,112660B,9.088,0
Endless belt paper AO 150x1500mm G120,5412605474905,111430B,4.122,0
Endless belt cloth AO 150x1500mm G120,5412605474929,111431B,9.426,0
Endless belt paper AO 150x1500mm G240,5412605474943,111432B,11.114,0
Endless belt cloth AO 150x1500mm G060,5412605474950,111433B,10.371,0
Endless belt cloth AO 150x1500mm G080,5412605474974,111434B,9.764,0
Endless belt cloth AO 150x1660mm G060,,112888B,15.177,0
Endless belt paper AO 150x1700mm G120,5412605474981,111435B,4.797,0
Endless belt paper AO 150x1700mm G050,5412605474998,111436B,5.742,0
Endless belt cloth AO 150x1700mm G080,5412605475018,111438B,5.034,0
Endless belt cloth ZC 150x1715mm G100,,113043B,10.313,0
Endless belt cloth ZC 150x1750mm G040,5412605475025,111439B,15.81,0
Endless belt cloth AO 150x1900mm G080,,112640B,14.054,0
Endless belt cloth AO 150x2000mm G024,,112847B,13.79,0
Endless belt cloth AO 150x2000mm G050,5412605475032,111440B,12.802,0
Endless belt cloth ZC 150x2000mm G024,5412605475056,111442B,0,0
Endless belt cloth ZC 150x2000mm G036,5412605475063,111443B,22.45,0
Endless belt cloth ZC 150x2000mm G080,5412605475100,111446B,20,37
Endless belt cloth AO 150x2240mm G060,5412605475117,111447B,13.58,0
Endless belt cloth AO 150x2240mm G080,5412605475124,111448B,12.906,0
Endless belt cloth AO 150x2250mm G150,5412605475155,111451B,13.142,0
Endless belt paper AO 150x2250mm G060,5412605475162,111452B,6.79,0
Endless belt cloth AO 150x2550mm G100,5412605475186,111454B,15.845,0
Endless belt cloth AO 150x2640mm G080,5412605475193,111455B,20.64,0
Endless belt paper AO 150x3200mm G080,5412605475209,111456B,7.5,0
Endless belt paper AO 150x4250mm G080,5412605475216,111457B,9.255,0
Endless belt cloth AO 150x5400mm G100,,112845B,0,0
Endless belt paper AO 150x5540mm G120,5412605475223,111458B,22.196,0
Endless belt cloth AO 150x5850mm G080,5412605475230,111459B,32.666,0
Endless belt paper AO 150x5900mm G060,5412605475247,111460B,11.823,0
Endless belt paper AO 150x6000mm G060,5412605475254,111461B,12.938,0
Endless belt paper AO 150x6250mm G100,5412605475261,111462B,17.733,0
Endless belt cloth AO 150x6800mm G080,5412605475278,111463B,14.391,0
Endless belt cloth AO 150x6950mm G100,5412605475285,111464B,35.875,0
Endless belt paper AO 150x6858mm G100,5412605475292,111465B,12.601,0
Endless belt paper AO 150x6858mm G080,5412605475308,111466B,13.613,0
Endless belt paper AO 150x6880mm G060,5412605475315,111467B,13.48,0
Endless belt paper AO 150x7000mm G120,5412605475377,111473B,27.904,0
Endless belt paper AO 150x7000mm G060,5412605475384,111474B,14.762,0
Endless belt cloth AO 150x7000mm G060,5412605475391,111475B,40.605,0
Endless belt cloth AO 150x7015mm G100,5412605475438,111477B,41.991,0
Endless belt cloth AO 150x7015mm G080,5412605475445,111478B,44.73,0
Endless belt paper AO 150x7100mm G080,5412605475452,111479B,13.005,0
Endless belt paper AO 150x7150mm G150,5412605475469,111480B,16.485,0
Endless belt cloth AO 150x7150mm G100,5412605475506,111483B,30.35,0
Endless belt cloth AO 150x7150mm G040,5412605475520,111485B,36.45,0
Endless belt cloth AO 150x7150mm G120,5412605475537,111486B,30.35,0
Endless belt cloth AO 150x7150mm G180,5412605475544,111487B,30.35,0
Endless belt paper AO 150x7150mm G080,5412605475575,111489B,14.087,0
Endless belt cloth AO 150x7150mm G060,5412605475582,111490B,32.75,0
Endless belt paper AO 150x7185mm G100,5412605470143,111492B,29.052,0
Endless belt paper AO 150x7200mm G120,5412605475612,111494B,12.061,0
Endless belt paper AO 150x7200mm G060,5412605475629,111495B,13.85,0
Endless belt paper AO 150x7300mm G080,5412605475643,111497B,13.21,0
Endless belt paper AO 150x7350mm G060,5412605475650,111498B,15.505,0
Endless belt cloth AO 150x7700mm G120,5412605475667,111499B,40.17,0
Endless belt paper AO 150x7700mm G060,5412605475674,111500B,26.085,0
Endless belt paper AO 150x7700mm G080,5412605475681,111501B,13.85,0
Endless belt paper SC 150x7800mm G320,5412605475704,111503B,13.918,0
Endless belt paper SC 150x7800mm G400,5412605475711,111504B,13.918,0
Endless belt paper AO 150x7800mm G060,5412605475728,111505B,22.42,0
Endless belt cloth AO 150x7860mm G100,,113046B,41.213,0
Endless belt cloth AO 150x7860mm G120,,113047B,41.213,0
Endless belt cloth AO 150x7860mm G080,,113045B,43.965,0
Endless belt paper AO 150x8000mm G100,5412605475742,111507B,16.216,0
Endless belt paper AO 150x8000mm G120,5412605475759,111508B,13.175,0
Endless belt paper AO 150x8000mm G060,5412605475766,111509B,19.864,0
Endless belt paper AO 150x8000mm G080,5412605475773,111510B,17.68,0
Endless belt paper AO 150x8250mm G100,5412605475780,111511B,13.752,0
Endless belt paper AO 150x8250mm G120,5412605475797,111512B,13.752,0
Endless belt paper AO 150x8250mm G060,5412605475803,111513B,16.554,0
Endless belt paper AO 150x8250mm G080,5412605475810,111514B,14.829,0
Endless belt paper AO 150x8420mm G080,5412605475827,111515B,16.216,0
Endless belt paper AO 150x9000mm G060,5412605475834,111516B,16.991,0
Endless belt paper AO 160x1500mm G080,5412605475841,111517B,18.04,0
Endless belt cloth AO 160x1500mm G080,5412605475858,111518B,31.381,0
Endless belt cloth AO 160x1600mm G100,5412605475865,111519B,10.608,0
Endless belt paper AO 170x1440mm G100,5412605475872,111520B,5.371,0
Endless belt paper AO 170x1440mm G040,5412605475889,111521B,7.094,0
Endless belt paper AO 170x1440mm G080,5412605475896,111522B,5.642,0
Endless belt cloth AO 18x1575mm G120,5412605475902,111523B,1.927,0
Endless belt cloth AO 18x1575mm G040,5412605475919,111524B,2.062,0
Endless belt cloth AO 18x1575mm G080,5412605475926,111525B,1.959,0
Endless belt cloth AO 200x1490mm G060,5412605475940,111526B,18.377,0
Endless belt cloth AO 200x1500mm G060,5412605475957,111527B,10.45,0
Endless belt paper AO 200x1980mm G080,5412605475964,111528B,6.217,0
Endless belt paper AO 200x2250mm G060,5412605475971,111529B,7.127,0
Endless belt paper AO 200x2250mm G080,5412605475988,111530B,6.755,0
Endless belt paper AO 200x2250mm G100,5412605475995,111531B,6.353,0
Endless belt cloth AO 200x3100mm G060,5412605476008,111532B,29.663,0
Endless belt paper AO 200x3200mm G100,5412605476015,111533B,8.816,0
Endless belt cloth AO 200x3200mm G060,5412605476039,111535B,25.878,0
Endless belt paper AO 200x3200mm G080,5412605476046,111536B,10.171,0
Endless belt paper AO 200x6300mm G060,5412605476121,111544B,16.588,0
Endless belt paper AO 200x6300mm G080,5412605476138,111545B,15.573,0
Endless belt cloth AO 75x200mm G040,5412605476145,111546B,1.758,0
Endless belt cloth AO 200x900mm G080,5412605476152,111547B,8.478,0
Endless belt cloth AO 200x900mm G060,5412605476169,111548B,9.255,0
Endless belt cloth AO 20x475mm G040,5412605476176,111549B,0,0
Endless belt cloth AO 20x475mm G080,5412605476183,111550B,1.452,0
Endless belt cloth AO 215x826mm G080,5412605476220,111551B,8.717,0
Endless belt cloth AO 2200x50mm G060,5412605476237,111552B,5.167,0
Endless belt paper AO 320x2500mm G100,5412605476244,111553B,13.85,0
Endless belt paper AO 320x2500mm G060,5412605476251,111554B,14.862,0
Endless belt paper AO 320x2500mm G080,5412605476268,111555B,14.257,0
Endless belt cloth ZC 50x2500mm G060,5412605476275,111556B,6.891,0
Endless belt cloth AO 250x610mm G120,5412605476282,111557B,7.464,0
Endless belt cloth ZC 293x100mm G060,,112834B,1.865,0
Endless belt cloth ZC 293x100mm G080,,112835B,1.75,0
Endless belt cloth ZC 293x100mm G100,,112836B,1.65,0
Endless belt cloth AO 300x1900mm G100,5412605476299,111558B,22.226,0
Endless belt cloth AO 300x1900mm G100,5412605476312,111560B,20.605,0
Endless belt paper AO 300x1919mm G060,5412605476350,111564B,14.696,0
Endless belt paper AO 300x1919mm G080,5412605476367,111565B,7.603,0
Endless belt paper AO 300x2000mm G080,5412605476374,111566B,8.885,0
Endless belt paper AO 300x2000mm G100,5412605476381,111567B,8.378,0
Endless belt paper AO 300x2000mm G180,5412605476398,111568B,8.378,0
Endless belt paper AO 300x2030mm G060,5412605476404,111569B,9.526,0
Endless belt paper AO 300x3770mm G080,5412605476411,111570B,20.268,0
Endless belt cloth AO 30x2000mm G080,,112977B,0,0
Endless belt cloth AO 30x2000mm G120,,112976B,0,0
Endless belt paper AO 320x1900mm G060,5412605476428,111571B,11.823,0
Endless belt paper AO 320x1900mm G080,5412605476435,111572B,11.319,0
Endless belt paper AO 320x2040mm G100,5612605476453,111574B,11.352,0
Endless belt cloth AO 320x2040mm G100,5612605476460,111575B,36.5,0
Endless belt paper AO 320x2040mm G080,5612605476484,111579B,17.904,0
Endless belt cloth AO 320x2050mm G080,5612605476507,111581B,33.412,0
Endless belt cloth AO 320x2050mm G120,5612605476514,111582B,0,0
Endless belt cloth AO 320x2050mm G060,5612605476521,111583B,28.378,0
Endless belt paper AO 320x2500mm G100,5412605476541,111585B,12.367,0
Endless belt paper AO 320x2500mm G120,5612605476552,111586B,13.714,0
Endless belt paper AO 320x2500mm G180,5612605476569,111587B,13.714,0
Endless belt paper AO 320x2500mm G080,5612605476576,111588B,16.756,0
Endless belt cloth AO 32x1080mm G040,5612605476583,111589B,4.257,0
Endless belt cloth AO 35x1325mm G100,5612605476590,111590B,6.181,0
Endless belt cloth AO 35x471mm G060,5612605476606,111591B,1.588,0
Endless belt cloth AO 35x942mm G060,5612605476613,111592B,2.229,0
Endless belt cloth ZC 40x1650mm G024,,112829B,3.912,0
Endless belt cloth ZC 40x2000mm G040,5612605476620,111593B,5.677,0
Endless belt paper AO 455x1900mm G080,5612605476637,111594B,47.06,0
Endless belt cloth ZC 50x1020mm G040,,112633B,0,0
Endless belt cloth ZC 50x1020mm G080,,112634B,0,0
Endless belt cloth AO 50x1020mm G180,5612605476668,111596B,0,0
Endless belt cloth AO 50x1020mm G040,5612605476675,111597B,0,0
Endless belt cloth AO 50x1200mm G040,,112849B,6.2,0
Endless belt cloth AO 50x1219mm G080,5412605479825,112893B,5.234,20
Endless belt cloth AO 50x1300mm G060,5612605476705,111600B,3.48,0
Endless belt cloth AO 50x1600mm G100,5612605476712,111601B,4.018,0
Endless belt cloth AO 50x1600mm G120,5612605476729,111602B,3.714,0
Endless belt cloth AO 50x2000mm G180,5612605476835,111611B,4.628,0
Endless belt cloth AO 50x2200mm G036,5612605476910,111616B,7.299,0
Endless belt cloth AO 50x2300mm G040,,112826B,7.946,0
Endless belt cloth AO 50x2500mm G050,5612605476934,111618B,24.524,0
Endless belt cloth AO 50x3025mm G060,5612605476941,111619B,7.701,0
Endless belt cloth ZC 50x3200mm G080,5612605476958,111620B,8.344,0
Endless belt cloth AO 50x3500mm G100,,113017B,6.12,0
Endless belt cloth AO 150x3550mm G060,5612605476972,111622B,21.551,0
Endless belt cloth AO 50x620mm G220,5612605476989,111623B,2.027,0
Endless belt cloth AO 50x694mm G040,5612605476996,111624B,2.331,0
Endless belt cloth AO 50x694mm G060,5612605477009,111625B,2.262,0
Endless belt cloth AO 50x694mm G080,5612605477016,111626B,2.196,0
Endless belt cloth AO 50x694mm G100,5612605477023,111627B,2.196,0
Endless belt cloth AO 50x694mm G120,5612605477030,111628B,2.127,0
Endless belt cloth AO 50x694mm G150,5612605477047,111629B,2.163,0
Endless belt cloth AO 50x694mm G180,5612605477054,111630B,2.196,0
Endless belt cloth AO 50x694mm G220,5612605477061,111631B,2.163,0
Endless belt cloth AO 50x694mm G240,5612605477078,111632B,2.163,0
Endless belt cloth AO 50x694mm G320,5612605477085,111633B,2.163,0
Endless belt cloth AO 50x694mm G400,5612605477092,111634B,2.163,0
Endless belt cloth AO 50x694mm G040,5612605477108,111635B,2.469,0
Endless belt cloth AO 50x700mm G060,5612605477115,111636B,2.296,0
Endless belt cloth AO 50x700mm G080,5412605477128,111637B,2.2,0
Endless belt cloth AO 50x700mm G100,5612605477139,111638B,2.163,0
Endless belt cloth AO 50x700mm G120,5612605477146,111639B,2.163,0
Endless belt cloth AO 50x800mm G060,5612605477160,111641B,2.75,0
Endless belt cloth AO 535x25mm G080,5612605477177,111642B,1.452,0
Endless belt cloth AO 55x2000mm G120,5612605477184,111643B,5.167,0
Endless belt cloth AO 60x1500mm G080,5412605477290,111644B,4.594,0
Endless belt cloth AO 60x1510mm G120,5412605479832,112909B,3.434,20
Endless belt cloth AO 60x2000mm G060,5412605477306,111645B,5.946,0
Endless belt cloth AO 60x2000mm G080,5412605477313,111646B,5.91,0
Endless belt cloth AO 60x400mm G040 ( SB per 3 ),5412605470570,110107A,6.2,21
Endless belt cloth AO 60x400mm G060 ( SB per 3 ),5412605477326,111647B,5.504,0
Endless belt cloth AO 60x400mm G080 ( SB per 3 ),5412605470587,110108A,5.5,17
Endless belt cloth AO 60x400mm G120 ( SB per 3 ),5412605470594,110109A,5.4,24
Endless belt cloth AO 50x655mm G220,5412605477333,111648B,2.094,0
Endless belt cloth AO 6x457mm G040,5412605477401,111649B,1.181,0
Endless belt cloth AO 6x457mm G080,5412605477418,111650B,1.181,0
Endless belt cloth AO 6x457mm G120,5412605477425,111651B,1.181,0
Endless belt paper AO 650x1900mm G100,5412605477432,111652B,16.451,0
Endless belt paper AO 650x1900mm G150,5412605477449,111653B,16.451,0
Endless belt cloth AO 650x1900mm G220,5412605477456,111654B,45.674,0
Endless belt paper AO 650x1900mm G060,5412605477463,111655B,18.578,0
Endless belt paper AO 650x1900mm G080,5412605477470,111656B,17.668,0
Endless belt cloth AO 65x410mm G024,5412605477487,111657B,2.434,0
Endless belt cloth AO 65x410mm G040 ( SB per 3 ),5412605470600,110110A,6.35,16
Endless belt cloth AO 65x410mm G080 ( SB per 3 ),5412605470617,110111A,5.55,94
Endless belt cloth AO 65x410mm G120 ( SB per 3 ),5412605470624,110112A,5.5,20
Endless belt cloth AO 70x1000mm G040,5412605477494,111658B,4.054,0
Endless belt cloth AO 70x1000mm G060,5412605477500,111659B,4.054,0
Endless belt cloth AO 70x1000mm G080,5412605477517,111660B,3.92,0
Endless belt cloth AO 70x1000mm G060,5412605477524,111661B,4.628,0
Endless belt cloth AO 70x2020mm G060,,112843B,10.016,0
Endless belt cloth AO 74x2010mm G060,,112635B,7.907,0
Endless belt cloth AO 75x1000mm G060,5412605477548,111662B,3.3,0
Endless belt cloth AO 75x1450mm G100,5412605477555,111663B,5.504,0
Endless belt cloth ZC 75x1500mm G024,,112973B,0,0
Endless belt cloth ZC 75x1650mm G120,,112855B,8.423,0
Endless belt cloth ZC 75x1650mm G080,,112856B,8.681,0
Endless belt cloth AO 75x2000mm G100,5412605477616,111669B,12.095,0
Endless belt cloth AO 75x2000mm G240,5412605477692,111676B,6.347,0
Endless belt cloth AO 75x2000mm G024,5412605477708,111677B,7.16,0
Endless belt cloth ZC 75x2000mm G024,5412605477760,111682B,18.816,0
Endless belt cloth AO 75x2000mm G060,5412605477784,111684B,12.095,0
Endless belt cloth AO 75x2000mm G080,5412605477791,111685B,12.095,0
Endless belt cloth AO 75x2000mm G080,5412605477807,111686B,6.251,0
Endless belt cloth AO 75x2000mm G100,5412606547844,111690B,5.777,0
Endless belt cloth AO 75x1027mm G150,5412605547852,111691B,5.777,0
